id,protected,Title,Company,Location,Duration,Stipend_per_month,Apply By,Applicants,Skills Required,Perks,Number of Openings,Incentives,Category
4141,137370,Web Development,Web Impetus,Noida,6,5000,12 Feb' 22,Be an early applicant,"Bootstrap , CSS , HTML , JavaScript , PHP , WordPress , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",1,0,Computer Science
4142,42765160,Talent Acquisition,ET Media Labs,Work From Home,6,5000,2 Feb' 22,213 applicants,"Recruitment , ","Certificate , Flexible work hours , 5 days a week , ",10,0,Human Resources
4143,92997192,Digital Marketing,Godhuli Group,Work From Home,3,1000,2 Feb' 22,Be an early applicant,"Data Analytics , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",3,0,Marketing
4144,6561382,Web Development,Medicana,Patna,6,5000,31 Jan' 22,Be an early applicant,"HTML , Java , MS-Excel , MS-Office , MS-PowerPoint , MS-Word , PHP , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , ",2,0,Computer Science
4145,14451502,Content Writing,Adverlabs,Work From Home,2,2000,3 Feb' 22,41 applicants,"Creative Writing , English Proficiency (Written) , ","Certificate , ",3,0,Content Writing
4146,6972340,Backend Development,Housy,Work From Home,3,3000,31 Jan' 22,Be an early applicant,"Cloud Firestore , Django , Firebase , Firebase Cloud Messaging , MongoDB , Node.js , REST API , ","Certificate , Letter of recommendation , ",2,0,Computer Science
4147,29762580,Graphic Design,Telth Healthcare Private Limited,Work From Home,3,6000,2 Feb' 22,75 applicants,"Adobe Illustrator , Adobe Photoshop , Figma , Sketch , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,0,Graphic Design
4148,100290310,Social Media Marketing,ExamFanda,Jaipur,3,2000,31 Jan' 22,Be an early applicant,,"Certificate , Flexible work hours , Informal dress code , ",4,0,Marketing
4149,20164690,Finance,V-Mart,Delhi,4,10000,11 Feb' 22,110 applicants,"Accounting , MS-Excel , ","Certificate , 5 days a week , ",1,0,Finance
4150,5510856,Java Development,Flecso Finance,Work From Home,3,5000,31 Jan' 22,389 applicants,"Amazon Web Server (AWS) , Java , MySQL , REST API , Spring MVC , SQL , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Computer Science
4151,421950,Backend Development,Koderbox Technologies Private Limited,Work From Home,3,5000,11 Feb' 22,Be an early applicant,"AngularJS , CSS , HTML , ","Certificate , Flexible work hours , 5 days a week , ",2,0,Computer Science
4152,47052840,E-commerce Management,Prosync Infotech Private Limited,Delhi,6,7000,12 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Word , Research and Analytics , ","Certificate , Letter of recommendation , Informal dress code , Job offer , ",4,0,Marketing
4153,7736842,Content Writing,Viral Inbound,Work From Home,3,7000,12 Feb' 22,27 applicants,"Blogging , Copywriting , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , ",1,0,Content Writing
4154,57191506,Marketing,Signxpress India,Delhi,3,10000,7 Feb' 22,Be an early applicant,"Arabic Proficiency (Spoken) , Arabic Proficiency (Written) , English Proficiency (Spoken) , English Proficiency (Written) , French Proficiency (spoken) , French Proficiency (written) , ","Certificate , Letter of recommendation , Job offer , ",3,0,Marketing
4155,96933970,Digital Marketing,Sadup Softech Private Limited,Work From Home,3,3000,1 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , Facebook Marketing , Google AdWords , Search Engine Marketing (SEM) , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , ",20,1,Marketing
4156,100130142,Social Media Marketing,HigherEdLab.com,Work From Home,2,8000,31 Jan' 22,63 applicants,"American English , British English , Digital Marketing , Email Marketing , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",1,0,Marketing
4157,35337180,Human Resources (HR),Sociolla,Gurgaon,3,18000,10 Feb' 22,136 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-Word , ","Certificate , 5 days a week , Job offer , ",2,0,Human Resources
4158,58744660,Marketing,Muds Management Private Limited,Work From Home,3,5000,5 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,0,Marketing
4159,378940,Web Development,Nxtechworks Consulting (OPC) Private Limited,Work From Home,2,10000,11 Feb' 22,82 applicants,"Bootstrap , Node.js , ReactJS , ","Certificate , Flexible work hours , ",2,0,Computer Science
4160,94604902,Email Marketing,EdSanta Education Private Limited,Work From Home,3,10000,2 Feb' 22,85 applicants,"Email Marketing , ",,1,0,Marketing
4161,6633300,Mobile App Development,Arctic Innovage Private Limited,Delhi,3,5000,14 Feb' 22,36 applicants,"Android , Flutter , iOS , React Native , Swift , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , ",4,0,Computer Science
4162,2962,Inteior Designer,THE LINE STUDIO,Bangalore,6,2000,4 Feb' 22,36 applicants,"Adobe Photoshop , AutoCAD , Google SketchUp , ",,2,0,Architecture
4163,67856506,Business Development (Sales),HostGrad Web Solutions,Work From Home,3,3500,5 Feb' 22,Be an early applicant,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Social Media Marketing , ","Letter of recommendation , Flexible work hours , 5 days a week , ",3,1,Marketing
4164,11159040,Social Media Marketing,Sixcubicals Digimarket Private Limited,Work From Home,4,2500,8 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Content Writing
4165,76728940,Social Media Marketing,Hachi With Love,Mumbai,3,6000,10 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , Facebook Marketing , Instagram Marketing , Search Engine Optimization (SEO) , Social Media Marketing , ","Letter of recommendation , Informal dress code , Free snacks & beverages , ",2,0,Marketing
4166,2908830,Network Administration (CCNA & IoT Network),IoTIoT.in,Work From Home,2,1000,4 Feb' 22,62 applicants,"CCNA , Git Bash , Raspberry Pi , Shell Scripting , ","Certificate , Flexible work hours , ",3,0,Computer Science
4167,108962382,Marketing,Zav Foundation,Bangalore,1,0,12 Feb' 22,Be an early applicant,,"Certificate , Flexible work hours , 5 days a week , ",5,0,Marketing
4168,54516172,Category Growth,Civilsdaily,Work From Home,3,12000,8 Feb' 22,79 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Job offer , ",5,0,Marketing
4169,90983082,Social Media Marketing,Delta 4 Commerce,Work From Home,3,5000,3 Feb' 22,Be an early applicant,"Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Marketing
4170,2230642,iOS App Development,Relinns Technologies,Chandigarh,6,7000,5 Feb' 22,Be an early applicant,"C++ Programming , C Programming , Java , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",5,0,Computer Science
4171,34533352,Human Resources (HR),Veritos Infosolutions Private Limited,Mohali,3,7000,11 Feb' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-Word , ","Certificate , Letter of recommendation , ",1,0,Human Resources
4172,131664250,Fundraising,Pratigya Educational Initative Society,Work From Home,2,0,2 Feb' 22,Be an early applicant,"Creative Writing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",10,0,Volunteering
4173,56829082,Business Development (Sales),Stodict,Work From Home,1,1000,7 Feb' 22,Be an early applicant,"English Proficiency (Written) , Hindi Proficiency (Spoken) , MS-Excel , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Marketing
4174,645712,Python Programming,IIIRPD,Secunderabad,4,2500,10 Feb' 22,Be an early applicant,"C# , Python , ","Certificate , Letter of recommendation , 5 days a week , ",2,0,Computer Science
4175,24537262,Graphic Design,Digital Owl,Work From Home,3,4000,8 Feb' 22,45 applicants,"Adobe Illustrator , Adobe Photoshop , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Graphic Design
4176,3285256,Web Development,DugDugDeal,Work From Home,6,2000,3 Feb' 22,36 applicants,,"Letter of recommendation , Flexible work hours , ",1,0,Computer Science
4177,77396106,Search Engine Optimization (SEO),DMatic Digital Private Limited,Pune,3,5000,10 Feb' 22,Be an early applicant,"Blogging , Digital Marketing , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Free snacks & beverages , Job offer , ",5,0,Marketing
4178,981190,Web Development,Loop Of Words,Work From Home,1,4000,9 Feb' 22,178 applicants,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Computer Science
4179,7697950,Social Media Marketing,One World News,Work From Home,3,5000,12 Feb' 22,52 applicants,"Facebook Marketing , Instagram Marketing , MS-PowerPoint , MS-Word , Social Media Marketing , WordPress , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Content Writing
4180,129538642,Fundraising,No Help Too Big,Work From Home,2,0,8 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , ",10,0,Volunteering
4181,5995252,Game Development,Zeedup Technologies & Services,Work From Home,6,50000,31 Jan' 22,154 applicants,"Unity 3D , Unreal Engine , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",2,0,Computer Science
4182,12344782,Content Writing,Tare Zameen Foundation,Work From Home,6,0,7 Feb' 22,264 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",20,0,Content Writing
4183,89974810,Digital Marketing,Leadozen,Delhi,3,7000,4 Feb' 22,Be an early applicant,"Digital Marketing , MS-Excel , MS-Word , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Marketing
4184,93596050,Digital Marketing,CityMall,Gurgaon,6,15000,2 Feb' 22,34 applicants,,"Flexible work hours , ",20,0,Marketing
4185,48280,Accounting,Travoinspire,Work From Home,6,3000,2 Feb' 22,199 applicants,"Accounting , MS-Excel , Tally , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , ",1,0,Commerce
4186,54974910,Business Development (Sales),CleverSpend,Work From Home,6,3000,8 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",2,0,Marketing
4187,1660332,Node.js Development,MMR Solutions,Ghaziabad,4,12000,7 Feb' 22,Be an early applicant,"Node.js , ",,2,0,Computer Science
4188,10007832,Pharmaceutical,Aarambh Life Science,Work From Home,2,7000,9 Feb' 22,213 applicants,,"Certificate , Letter of recommendation , Flexible work hours , ",1,0,Content Writing
4189,21888462,Graphic Design,STEAM Troops Innovation Labs Private Limited,Work From Home,3,3000,11 Feb' 22,52 applicants,"Adobe Illustrator , Adobe Photoshop , CorelDRAW , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,0,Graphic Design
4190,6856642,Software Testing And Support,Kare Enterprise Private Limited,Mumbai,6,10000,10 Feb' 22,44 applicants,"Amazon Web Services (AWS) , Android , AngularJS , Data Structures , English Proficiency (Spoken) , English Proficiency (Written) , Firebase , iOS , MongoDB , MS-Excel , Node.js , Project Management , REST API , Software Testing , SQL , UI & UX Design , User Interface (UI) Development , ","Certificate , Letter of recommendation , Job offer , ",1,0,Computer Science
4191,13050256,Content Writing,Shoppingara Private Limited,Mumbai,2,5000,5 Feb' 22,Be an early applicant,"Copywriting , English Proficiency (Written) , MS-Excel , MS-Word , Translation , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Free snacks & beverages , ",4,0,Content Writing
4192,1992,Interior Design,Kivi Technologies (Mistry.Store),Work From Home,2,8000,5 Feb' 22,399 applicants,"AutoCAD , Google SketchUp , MS-Excel , ","Certificate , Letter of recommendation , 5 days a week , Job offer , ",2,0,Architecture
4193,93267406,Digital Marketing,Global Brands Magazine,Bangalore,3,5000,3 Feb' 22,63 applicants,"MS-Excel , MS-Word , WordPress , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Job offer , ",5,1,Marketing
4194,130427920,Environmental Sciences,Earth5R,Mumbai,6,0,7 Feb' 22,48 applicants,,"Certificate , Letter of recommendation , ",20,0,Volunteering
4195,71090292,Campus Ambassador,"APOGEE, BITS Pilani",Work From Home,2,Unknown,31 Jan' 22,58 applicants,"Digital Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , ",2000,0,Marketing
4196,14383156,Copywriting (Product Description),VibeIn Mediatech,Work From Home,2,7000,3 Feb' 22,164 applicants,"Copywriting , Creative Writing , ","Certificate , Letter of recommendation , Flexible work hours , ",1,0,Content Writing
4197,12755712,Content Writing,SPACE For Early Childhood Education,Work From Home,3,0,5 Feb' 22,Be an early applicant,"Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Hindi Proficiency (Written) , MS-Excel , MS-Office , MS-PowerPoint , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , ",10,0,Content Writing
4198,132123630,Merchandise Design,Hemp Foundation,Faridabad,6,3000,1 Feb' 22,Be an early applicant,"Adobe Illustrator , CorelDRAW , English Proficiency (Spoken) , English Proficiency (Written) , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Volunteering
4199,2260612,Web Development,Hebeon Technologies Private Limited,Work From Home,6,8000,5 Feb' 22,37 applicants,".NET , Angular 7.0 , ","Certificate , Letter of recommendation , Job offer , ",10,0,Computer Science
4200,55301632,Campus Ambassador,E-Cell Thapar University,Work From Home,1,Unknown,8 Feb' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , ",300,0,Marketing
4201,128153820,Resume Writing,Bajrangi Welfare Federation,Work From Home,6,0,12 Feb' 22,Be an early applicant,"Research and Analytics , ","Certificate , ",4,0,Volunteering
4202,11830260,Content Writing,Listiee,Work From Home,6,4000,7 Feb' 22,Be an early applicant,"Adobe Photoshop , Creative Writing , Storyboarding , Video Editing , ","Certificate , Letter of recommendation , Flexible work hours , ",4,0,Content Writing
4203,3581656,Mobile App Development,MD Tech Consultancy Services,Surat,6,5000,3 Feb' 22,Be an early applicant,"Android , iOS , JavaScript , React Native , ","Certificate , Letter of recommendation , Flexible work hours , ",2,0,Computer Science
